,subset,image
2217,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444.mhd
2218,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762.mhd
2219,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896.mhd
2220,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730.mhd
2221,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321.mhd
2222,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734.mhd
2223,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998.mhd
2224,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975.mhd
2225,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748.mhd
2226,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952.mhd
2227,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523.mhd
2228,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912.mhd
2229,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354.mhd
2230,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732.mhd
2231,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950.mhd
2232,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037.mhd
2233,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179.mhd
2234,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843.mhd
2235,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359.mhd
2236,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.250397690690072950000431855143.mhd
2237,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.287966244644280690737019247886.mhd
2238,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.768276876111112560631432843476.mhd
2239,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456.mhd
2240,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.306948744223170422945185006551.mhd
2241,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.282512043257574309474415322775.mhd
2242,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428.mhd
2243,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224.mhd
2244,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.309672797925724868457151381131.mhd
2245,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.334105754605642100456249422350.mhd
2246,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.208737629504245244513001631764.mhd
2247,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.674809958213117379592437424616.mhd
2248,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.801945620899034889998809817499.mhd
2249,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.756684168227383088294595834066.mhd
2250,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949.mhd
2251,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.655242448149322898770987310561.mhd
2252,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.935683764293840351008008793409.mhd
2253,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.193808128386712859512130599234.mhd
2254,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.910607280658963002048724648683.mhd
2255,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.270390050141765094612147226290.mhd
2256,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825.mhd
2257,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085.mhd
2258,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286.mhd
2259,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637.mhd
2260,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579.mhd
2261,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953.mhd
2262,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.616033753016904899083676284739.mhd
2263,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.325164338773720548739146851679.mhd
2264,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.272961322147784625028175033640.mhd
2265,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.970264865033574190975654369557.mhd
2266,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.561458563853929400124470098603.mhd
2267,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.310395752124284049604069960014.mhd
2268,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343.mhd
2269,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.231002159523969307155990628066.mhd
2270,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.892375496445736188832556446335.mhd
2271,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.179049373636438705059720603192.mhd
2272,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.226456162308124493341905600418.mhd
2273,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375.mhd
2274,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845.mhd
2275,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.690929968028676628605553365896.mhd
2276,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.206539885154775002929031534291.mhd
2277,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.128881800399702510818644205032.mhd
2278,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.145759169833745025756371695397.mhd
2279,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.259543921154154401875872845498.mhd
2280,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.479402560265137632920333093071.mhd
2281,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.275766318636944297772360944907.mhd
2282,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.162718361851587451505896742103.mhd
2283,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.861997885565255340442123234170.mhd
2284,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.458525794434429386945463560826.mhd
2285,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.134370886216012873213579659366.mhd
2286,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.314789075871001236641548593165.mhd
2287,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.503980049263254396021509831276.mhd
2288,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.336894364358709782463716339027.mhd
2289,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100.mhd
2290,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217.mhd
2291,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.663019255629770796363333877035.mhd
2292,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.315214756157389122376518747372.mhd
2293,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.247769845138587733933485039556.mhd
2294,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.952265563663939823135367733681.mhd
2295,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.243094273518213382155770295147.mhd
2296,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.326057189095429101398977448288.mhd
2297,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.217955041973656886482758642958.mhd
2298,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.270152671889301412052226973069.mhd
2299,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.283569726884265181140892667131.mhd
2300,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.199171741859530285887752432478.mhd
2301,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.232071262560365924176679652948.mhd
2302,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.240969450540588211676803094518.mhd
2303,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230.mhd
2304,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.235364978775280910367690540811.mhd
2305,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.461155505515403114280165935891.mhd
2306,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.253322967203074795232627653819.mhd
2307,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798.mhd
2308,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877.mhd
2309,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.183924380327950237519832859527.mhd
2310,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405.mhd
2311,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075.mhd
2312,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421.mhd
2313,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311.mhd
2314,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696.mhd
2315,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594.mhd
2316,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.190298296009658115773239776160.mhd
2317,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826.mhd
2318,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.212346425055214308006918165305.mhd
2319,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.323753921818102744511069914832.mhd
2320,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250.mhd
2321,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.939152384493874708850321969356.mhd
2322,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179.mhd
2323,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568.mhd
2324,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.184412674007117333405073397832.mhd
2325,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286.mhd
2326,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708.mhd
2327,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296.mhd
2328,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.259227883564429312164962953756.mhd
2329,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.227796349777753378641347819780.mhd
2330,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191.mhd
2331,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.624425075947752229712087113746.mhd
2332,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630.mhd
2333,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.252634638822000832774167856951.mhd
2334,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.225154811831720426832024114593.mhd
2335,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.137375498893536422914241295628.mhd
2336,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636.mhd
2337,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.226383054119800793308721198594.mhd
2338,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556.mhd
2339,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301.mhd
2340,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209.mhd
2341,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266.mhd
2342,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179.mhd
2343,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387.mhd
2344,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.144883090372691745980459537053.mhd
2345,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.557875302364105947813979213632.mhd
2346,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.267957701183569638795986183786.mhd
2347,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982.mhd
2348,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.466284753932369813717081722101.mhd
2349,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.126704785377921920210612476953.mhd
2350,/Users/john/Projects/SOTAEvaluationNoduleDetection/models/detection/LUNA16_datasplit/mhd_original/dataset_fold3.json,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478.mhd
